"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"253","12681939","阜爾運通股份有限公司","新北市中和區中山路2段327巷10號4樓","楊文杰","398370000","1100504"
"254","12687130","碩豐國際股份有限公司","新北市三重區重新路5段609巷8號8樓之1","王震乾","515000000","1100510"
"255","12690698","馮甲企業股份有限公司","臺北市中正區忠孝西路1段45號12樓","馮美玲","5000000","1100504"
"256","12698657","宏東投資股份有限公司","新北市中和區建一路186號15樓之4","王崇彥","29000000","1100513"
"257","12702651","龑展營造有限公司","新北市中和區景新街423巷20號1樓","孔祥輝","3000000","1100520"
"258","12705622","聖遠有限公司","桃園市龍潭區聖德里聖亭路八德段500之1號","范揚有","2500000","1100528"
"259","12706299","銓鍀興業股份有限公司","新北市新店區僑信路32號","陳愍章","20800000","1100519"
"260","12706729","建輔機電工程有限公司","高雄市鳳山區文西街131號1樓","沈其明","26000000","1100527"
"261","12707656","美林藝術文創股份有限公司","臺中市南屯區三和里干城街328號4樓之1","詹秀葳","12800000","1100503"
"262","12708613","昌億預拌混凝土有限公司","澎湖縣湖西鄉湖東村湖東90號1樓","顏明福","3000000","1100525"
"263","12713860","豐升原食品股份有限公司","新北市新莊區五權三路4號之2","吳武典","15040000","1100505"
"264","12713926","全禹環保科技有限公司","苗栗縣後龍鎮大庄里中山路147號","鄭蓉財","20000000","1100505"
"265","12715207","鵬宇營造有限公司","桃園市大溪區仁愛里埔仁路297號1樓","黄逢祥","18000000","1100525"
"266","12715826","御境公寓大廈管理維護股份有限公司","彰化縣彰化市延和里埔西街8號2樓","陳步湧","10500000","1100528"
"267","12715889","有長發股份有限公司","臺南市新市區光華街5之32號","蔡光裕","5000000","1100513"
"268","12717319","冠隆建設股份有限公司","桃園市桃園區中正路1080號31樓","陳佳鎮","300000000","1100504"
"269","12717325","凱揚針織股份有限公司","桃園市蘆竹區瓦窯里六福路17號","余連鎮","5000000","1100503"
"270","12721257","喬波企業股份有限公司","臺南市安平區健康二街392號1樓","杜秀敏","10000000","1100527"
"271","12723115","台灣威科儀器股份有限公司","新竹市篤行路6-6號1樓","羋唯廉(William John Miller)","155000000","1100531"
"272","12723874","煌麒電信有限公司","新竹市北區中寮里10鄰延平路三段612巷58號1樓","張筱均","5000000","1100511"
"273","12725042","阜豫開發有限公司","臺中市西區民權路233巷15號1樓","","500000","1100521"
"274","12725578","泓博保全股份有限公司","桃園市桃園區國豐六街17號","趙泓博","40000000","1100526"
"275","12727288","雀拉股份有限公司","臺中市西區民生路150號","郭穎安","20000000","1100517"
"276","12727371","捷健國際股份有限公司","桃園市蘆竹區興榮里中正路311號12樓之5","羅英瑞","5000000","1100521"
"277","12731311","捷而興企業有限公司","基隆市仁愛區文昌里忠二路52號1樓","林玉昇","5000000","1100519"
"278","12733113","九乘九文具股份有限公司","高雄市新興區中山二路524號2樓","商祐彰","40000000","1100525"
"279","12734507","錸富股份有限公司","桃園市中壢區振興里龍岡路三段今日新村1號1樓","賴素珍","3100000","1100520"
"280","12735512","忠義機電有限公司","臺中市太平區立功路87號1樓","蔡振仕","6000000","1100527"
"281","12736322","亞護開發股份有限公司","嘉義縣大林鎮中坑里大埔美園區二十路5號","何天佑","85000000","1100512"
"282","12737259","高泰富隆企業股份有限公司","桃園市大園區內海里民生路309號","何彩秀","10000000","1100514"
"283","12738546","麥迪森醫藥股份有限公司","臺北市中正區林森南路10號5樓","柯長崎","375187500","1100505"
"284","12745589","驛統股份有限公司","高雄市大寮區大有三街2號","陳献宗","10000000","1100513"
"285","12749092","群民實業股份有限公司","臺中市南屯區環中路四段385號","高金豐","8000000","1100506"
"286","12753519","柏樺營造有限公司","雲林縣元長鄉子茂村子茂127-3號","李宜朋","29500000","1100524"
"287","12754101","楊格實業有限公司","臺北市松山區南京東路4段197號4樓","吳毅恒","5000000","1100525"
"288","12754799","舜翰科技有限公司","新竹市北區光田里東大路二段76號11樓","李漢植","28000000","1100512"
"289","12757064","侖美開發股份有限公司","桃園市桃園區正光路423之2號15樓","張勝豐","5000000","1100510"
"290","12766227","元賀交通有限公司","臺中市清水區港埠路三段211號15樓之5","蔡明輝","25000000","1100527"
"291","12767387","聯享光電股份有限公司","新竹縣竹北市環北路3段199號","賴俊光","234000000","1100507"
"292","12769786","凌威航太科技股份有限公司","新竹縣寶山鄉工業東九路3-1號1樓","林文偉","139975000","1100519"
"293","12769857","御蓮蔬食股份有限公司","臺北市松山區南京東路5段188號地下1樓、188號地下1樓之1","賴孔勝","200","1100510"
"294","12771657","才富投資股份有限公司","臺中市西區台灣大道二段181號5樓之13","張綉綢","1000000","1100507"
"295","12772213","泉瑞股份有限公司","新北市林口區文化二路1段266號3樓之2","曽根芳之","20000000","1100505"
"296","12774303","悍創股份有限公司","新竹縣竹北市福德里民生街10號1樓","蕭正綱","25000000","1100520"
"297","12775871","呈光企業有限公司","雲林縣麥寮鄉瓦磘村霄仁86-16號1樓","朱光遠","15000000","1100521"
"298","12777408","全球歡樂數位股份有限公司","新北市中和區建八路183號5樓","金勳","280000000","1100507"
"299","12779314","詰得貿易有限公司","臺中市烏日區北里里太明路221號","張峰傑","5000000","1100503"
"300","12779861","鳴州工程有限公司","桃園市觀音區崙坪里山坪路335巷310號","莊世忠","8000000","1100528"
"301","12794960","拓頻實業股份有限公司","臺北市松山區八德路2段383號9樓之4","莊岳鑫","5000000","1100518"
"302","12795291","瑞詮工程有限公司","臺中市潭子區頭家東里中興北路116號1樓","王峻華","1000000","1100531"
"303","12796714","尚寰汽車材料有限公司","臺中市南區長榮里愛國街24之1號1樓","林秉寬","1000000","1100503"
"304","12797832","竑翔實業有限公司","高雄市岡山區正氣路189之1號","蔡朝焜","5000000","1100503"
"305","12800225","群創光電股份有限公司","苗栗縣竹南鎮科學路160號","洪進揚","102483195990","1100527"
"306","12800294","智易科技股份有限公司","新竹市東區光復路二段8號8樓","陳瑞聰","2084244800","1100520"
"307","12800647","翰碩電子股份有限公司","新竹市東區工業東四路5號2樓","陳文熙","61260750","1100526"
"308","12801147","茂路針織股份有限公司","桃園市八德區建國路652巷8號","黃理玫","28000000","1100525"
"309","12804123","金智洋科技股份有限公司","臺南市安南區工業二路82號","李雲琴","833000000","1100507"
"310","12805137","永勝農產食品有限公司","南投縣水里鄉城中村市場巷256號","","5000000","1100521"
"311","12809176","銓奕鋼業股份有限公司","宜蘭縣冬山鄉梅花路44巷3號5樓","翁坤化","47000000","1100507"
"312","12810336","中貳鑄造事業資源共同清理體系股份有限公司","臺中市豐原區南嵩里水源路中坑巷20之13號1樓","林炎煌","7500000","1100507"
"313","12818029","天王營造有限公司","臺中市大肚區蔗廍里遊園路一段169之1號","何裕雯","12000000","1100524"
"314","12818442","稽明股份有限公司","臺中市大安區東安里福東二路23號","黃登群","1000000","1100527"
"315","12819836","鑫機股份有限公司","臺北市大同區重慶北路3段236巷48號","朱雅惠","9000000","1100503"
"316","12821474","弘燁實業股份有限公司","新北市三重區光復路2段89號","許麗明","20000000","1100519"
"317","12822229","誠達投資有限公司","新北市八里區龍米路1段306號13樓之6","于子善","5000000","1100518"
"318","12822446","玉鉦股份有限公司","宜蘭縣宜蘭市新民里舊城東路35號5F","林國棟","5000000","1100512"
"319","12823070","雙晟營造工程有限公司","桃園市平鎮區中豐路山頂段441巷33之2號1樓","曾隆淵","27500000","1100506"
"320","12824401","玉稔股份有限公司","宜蘭縣宜蘭市民生里舊城東路35號5F","林國棟","13000000","1100526"
"321","12824818","醫統國際股份有限公司","新北市新店區北新路3段108號2樓","陳義聰","1500000","1100505"
"322","12827081","鴻達工業有限公司","臺中市大里區仁德里慈德路37號1樓","林㞽","6000000","1100503"
"323","12831450","福容大飯店股份有限公司","新北市五股區成泰路1段189巷16號地下2樓","郭美珠","2950000000","1100521"
"324","12832459","元同環保有限公司","新竹縣竹東鎮二重里中央路79巷26號1樓","許文忠","3000000","1100510"
"325","12837659","竹科廣播股份有限公司","新竹市東區光復路2段287號11樓之2","張孝威","45000000","1100526"
"326","12837736","永富環保工程有限公司","彰化縣員林市大饒里員林大道二段2巷90號","高綉瑜","5000000","1100525"
"327","12840084","昶穩機械工業有限公司","臺中市南屯區溝墘里大業路241號3樓之1","高臺麟","40000000","1100517"
"328","12844552","九帛企業有限公司","臺中市西屯區漢成六街46號地下1樓之2","曾富榮","5000000","1100507"
"329","12846974","捷冠國際股份有限公司","臺中市南區和平里忠明南路758號11樓","張彰仁","10000000","1100512"
"330","12852671","序佳投資股份有限公司","新北市中和區建一路186號15樓之4","王陳怡如","50000000","1100512"
"331","12854798","王震生技有限公司","新北市新店區中興路1段185號2樓","王雨辰","5000000","1100510"
"332","12856178","麒麟營造股份有限公司","新北市汐止區原興路69號4樓","陳清吉","15500000","1100504"
"333","12860665","都市策略開發股份有限公司","臺北市士林區中山北路6段88號7樓","羅永政","50000000","1100521"
"334","12861019","威剛科技股份有限公司","新北市中和區連城路258號18樓","陳立白","2537916070","1100519"
"335","12861448","力鼎國際環保工程有限公司","臺北市文山區下崙街30巷2號2樓","林依潔","10000000","1100513"
"336","12861469","長陽開發股份有限公司","桃園市桃園區經國路369號地下1樓、1樓及2樓","張衍義","1463550000","1100526"
"337","12864959","禾旻服裝開發有限公司","臺北市中正區三元街212巷7號4樓","","1000000","1100503"
"338","12867941","博士博數位人力資源股份有限公司","臺北市中山區松江路275號7樓","曾仁泰","5000000","1100525"
"339","12870241","鈺祺投資股份有限公司","臺北市松山區民生東路3段100號13樓","屠德平","288000000","1100510"
"340","12871311","賓旺汽車股份有限公司","新北市汐止區國興街24巷14號","邱照祥","29800000","1100520"
"341","12875040","富記開發股份有限公司","臺北市中山區南京東路1段120號5樓之4","陳美惠","73500000","1100503"
"342","12876343","普勁國際行銷股份有限公司","臺北市中正區重慶南路1段10號8樓","陳敏俊","15000000","1100526"
"343","12876596","台灣日特先進股份有限公司","臺北市南港區重陽路453號9樓","角田 公司","5000000","1100518"
"344","12877194","瑞洋貿易股份有限公司","臺北市中正區牯嶺街53號","李方正","5000000","1100521"
"345","12878031","元大國際保險經紀人股份有限公司","臺北市中山區南京東路2段79號2樓","葉賢麟","5000000","1100518"
"346","12878150","亞克迪生股份有限公司","新北市五股區五工二路116巷7號","宮下丈司","101352910","1100514"
"347","12878285","頂高建設股份有限公司","新北市中和區安平路192之2號1樓","陳祈宏","210000000","1100512"
"348","12878686","洹藝科技股份有限公司","新竹縣寶山鄉工業東九路7號1樓","章文仁","265280000","1100506"
"349","12880352","展新光學有限公司","臺北市松山區延吉街27號1樓","柯佳侑","500000","1100506"
